id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-90e4b0ed9b694529,indeed,https://in.indeed.com/viewjob?jk=90e4b0ed9b694529,http://in.indeed.com/job/react-native-mobile-application-developer-90e4b0ed9b694529,React Native Mobile Application Developer,Asian Exporters’ Chamber of commerce and Industry (AECCI),"MH, IN",2026-02-11,fulltime,,,,,,False,,,,hr@aecci.org.in,"Job Title: React Native Mobile Application Developer

Job Type: Full\-Time  
Experience: 2 \+ Years (flexible based on skill)  
Location: On\-site

Job Description

We are looking for a skilled React Native Developer who can independently handle mobile application development and complete deployment for both Android and iOS platforms. The candidate should be comfortable working with their own laptop .

Key Responsibilities

Develop, maintain, and optimize mobile applications using React Native.

Handle Android app deployment on Google Play Store (APK/AAB, signing, releases, updates).

Handle iOS app deployment using Apple Developer Account, TestFlight, and App Store submission.

Manage iOS builds using macOS environment (own laptop required).

Integrate backend APIs and ensure smooth app performance.

Coordinate app versioning, certificates, provisioning profiles, and store compliance.

Debug, test, and resolve production issues.

Collaborate with backend and product teams for feature implementation.

Required Skills

Strong experience with React Native development.

Hands\-on experience in Android \& iOS deployment (end\-to\-end).

Good understanding of Google Play Console and Apple App Store Connect.

Experience with Node.js, Express.js, and MongoDB (API integration \& backend compatibility).

Familiarity with REST APIs, JSON, authentication, and third\-party SDKs.

Knowledge of Git, build tools, and CI/CD (good to have).

Additional Requirements

Must have own laptop

Ability to work independently and handle full deployment responsibilities.

Understanding of mobile app security, performance, and store policies.

Good to Have

Experience with push notifications, payments, maps, or analytics.

Prior experience managing live apps on Play Store / App Store.

Familiarity with Expo / CLI workflows.

**Location Requirement (Strict)**  
Only Navi Mumbai or nearby Navi Mumbai candidates apply.  
Outstation / other city candidates – **DO NOT APPLY**.

**Experience Required**  
2\+ Years (Mandatory)

**Walk\-In Interview Details**

No prior confirmation required. You may directly walk in during the time slot mentioned below:

**Location:**  
604, 6th Floor, Hilton Centre  
Plot No. 66, Sector 11  
CBD Belapur, Navi Mumbai – 400614

**Timings:** Monday to Saturday 5:00 PM to 7:00 PM

**Call/WhatsApp:** 08828477674  
**Email:** hr@aecci.org.in

Job Type: Full\-time

Work Location: In person",,https://in.indeed.com/cmp/Asian-Exporters-Chamber-of-Commerce-and-Industry-(aecci),,,,,,,,,,,,
in-3c3d30207117f995,indeed,https://in.indeed.com/viewjob?jk=3c3d30207117f995,http://in.indeed.com/job/full-stack-developer-3c3d30207117f995,Full Stack Developer,Admatazz Digital Solution Pvt Ltd.,"MH, IN",2026-02-11,,,,,,,False,,,,sonia@admatazz.com,"**About the Role**

Admatazz is looking for a skilled Full Stack Developer with **at least 1 year** of experience. The candidate should be comfortable working on both **front\-end** and **back\-end development** and must have hands\-on experience using **AI tools** for coding.

**Key Responsibilities**

* Develop and maintain web applications and websites
* Convert UI/UX designs into functional interfaces
* Build RESTful APIs and integrate third\-party services
* Work with databases and server\-side logic
* Use AI\-assisted coding tools to improve development speed
* Troubleshoot, debug, and optimize application performance
* Collaborate with designers, PMs, and QA teams

**Required Skills**

* Minimum 1 year of experience in full stack development
* Strong knowledge of JavaScript, HTML, CSS
* Experience with React, Vue, or any front\-end framework
* Backend experience in Node.js, Python, or PHP
* Hands\-on experience with MySQL, PostgreSQL, or MongoDB
* Experience with Git
* Familiarity with AI tools like GitHub Copilot, ChatGPT, etc.

**Preferred Skills**

* Experience with cloud hosting (AWS, GCP, DigitalOcean)
* Knowledge of deployment processes and APIs

**How to Apply**

Send your resume and project links/GitHub profile to **sonia@admatazz.com**.

Job Type: Contractual / Temporary  
Contract length: 3 months

Pay: Up to ₹40,000\.00 per month

Ability to commute/relocate:

* Malad, Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

* Can you work on a contract for 3 Months?

Work Location: In person",,https://in.indeed.com/cmp/Admatazz-Digital-Solution-Pvt-Ltd.,,,,,,,,,,,,
in-f3ad53ffa52fb6f0,indeed,https://in.indeed.com/viewjob?jk=f3ad53ffa52fb6f0,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Mumbai/Software-Engineer-III_R107388-2,Software Engineer III,RELX Group,"MH, IN",2026-02-11,fulltime,,,,,,False,,,,,"Software Engineer III
Are you excited to work with a variety of products and technologies in a collaborative and supportive environment?
Do you enjoy sharing knowledge and learning with colleagues from diverse backgrounds?
About the Business
LexisNexis Risk Solutions supports organizations around the world with innovative tools for risk assessment. Our insurance division delivers advanced technology and analytics that help drive better decision\-making throughout the insurance policy lifecycle. We’re committed to creating positive outcomes for our clients by improving efficiency and reducing risk. Learn more about our Insurance Risk Solutions on our website https://risk.lexisnexis.com/insurance.
About the Team
Our teams are structured in inclusive and collaborative squads, each consisting of a Squad Lead, Business Analyst, Dev Lead, Developers, and Testers. This structure fosters strong connections and empowers members to contribute their unique perspectives and deliver outcomes together.
About the Role
As a Software Engineer III, you will play a key role in building and maintaining robust, scalable, and secure web applications. You will work in a dynamic and fast\-paced environment, collaborating with cross\-functional teams to design and develop both frontend and backend solutions. Your primary responsibilities will span across building and optimizing RESTful services, developing modern web applications using React JS, and leveraging cloud services to deliver exceptional user experiences.
Responsibilities* Strong Java/Spring expertise (core requirement)
* Strong Typescript and React JS (frontend)
* Strong understanding of component\-based architecture using React JS, enhancing code quality with TypeScript, closures and asynchronous programming using JavaScript, and building scalable, server\-side applications.
* Experience with performance testing browser\-based applications.
* Experience working in an Agile/Scrum development environment.
* Participates in on\-call rotations with their team as necessary.
* Participate in design reviews and ensure best practices are followed in both frontend and backend development.
* Ensure code quality, performance optimization, and security best practices in both frontend and backend codebases.
* Practical knowledge of CI/CD, Jira, and source code management tools such as Github and Bitbucket.


Requirements* Bachelor’s or master’s degree in computer science, Engineering, or a related field.
* 5\+ years of experience in software development, with a strong focus on front\-end development.
* Proficiency in Java 21/Spring boot and React JS.
* Understanding of cloud platforms and services (preferably Azure).
* Proven experience in release management and the software development lifecycle.
* Excellent problem\-solving skills and attention to detail.
* Strong communication and collaboration skills.


Preferred Qualifications:* Experience with CI/CD pipelines.
* Knowledge of containerization technologies (e.g., Docker, Kubernetes).
* Familiarity with Agile development methodologies.


Additional Information from Manager:
What would you say are the top 3 must\-have skills you're looking for? (Measurable skills, technologies, etc.)* Strong Typescript and React JS (frontend)
* Strong Java/Spring expertise (core requirement)
* Cloud\-native development (Azure, containerization)


Describe the essential years of experience and/or education (or certification) requirements the candidates must have:* Bachelor’s or master’s degree in computer science, Engineering, or a related field.
* 5\+ years of experience in software development, with a strong focus on web development.


Learn more about our team and culture here  

We know your well\-being and happiness are key to a long and successful career. We are delighted to offer country specific benefits. Click here to access benefits specific to your location.
We are committed to providing a fair and accessible hiring process. If you have a disability or other need that requires accommodation or adjustment, please let us know by completing our Applicant Request Support Form or please contact 1\-855\-833\-5120\.
Criminals may pose as recruiters asking for money or personal information. We never request money or banking details from job applicants. Learn more about spotting and avoiding scams here.
Please read our Candidate Privacy Policy.
We are an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law.*USA Job Seekers:*
EEO Know Your Rights.",,https://in.indeed.com/cmp/Relx-Group,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/6157f322b160f873d25e432ea87dc421,https://www.lexisnexis.com,"New York, NY","1,001 to 5,000",$25M to $100M (USD),,,,,,,
in-5bdba558a70f18c8,indeed,https://in.indeed.com/viewjob?jk=5bdba558a70f18c8,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Mumbai/Software-Engineer-III_R107388-1,Software Engineer III,LexisNexis Risk Solutions,"MH, IN",2026-02-11,fulltime,,,,,,False,,,,,"Software Engineer III
Are you excited to work with a variety of products and technologies in a collaborative and supportive environment?
Do you enjoy sharing knowledge and learning with colleagues from diverse backgrounds?
About the Business
LexisNexis Risk Solutions supports organizations around the world with innovative tools for risk assessment. Our insurance division delivers advanced technology and analytics that help drive better decision\-making throughout the insurance policy lifecycle. We’re committed to creating positive outcomes for our clients by improving efficiency and reducing risk. Learn more about our Insurance Risk Solutions on our website https://risk.lexisnexis.com/insurance.
About the Team
Our teams are structured in inclusive and collaborative squads, each consisting of a Squad Lead, Business Analyst, Dev Lead, Developers, and Testers. This structure fosters strong connections and empowers members to contribute their unique perspectives and deliver outcomes together.
About the Role
As a Software Engineer III, you will play a key role in building and maintaining robust, scalable, and secure web applications. You will work in a dynamic and fast\-paced environment, collaborating with cross\-functional teams to design and develop both frontend and backend solutions. Your primary responsibilities will span across building and optimizing RESTful services, developing modern web applications using React JS, and leveraging cloud services to deliver exceptional user experiences.
Responsibilities* Strong Java/Spring expertise (core requirement)
* Strong Typescript and React JS (frontend)
* Strong understanding of component\-based architecture using React JS, enhancing code quality with TypeScript, closures and asynchronous programming using JavaScript, and building scalable, server\-side applications.
* Experience with performance testing browser\-based applications.
* Experience working in an Agile/Scrum development environment.
* Participates in on\-call rotations with their team as necessary.
* Participate in design reviews and ensure best practices are followed in both frontend and backend development.
* Ensure code quality, performance optimization, and security best practices in both frontend and backend codebases.
* Practical knowledge of CI/CD, Jira, and source code management tools such as Github and Bitbucket.


Requirements* Bachelor’s or master’s degree in computer science, Engineering, or a related field.
* 5\+ years of experience in software development, with a strong focus on front\-end development.
* Proficiency in Java 21/Spring boot and React JS.
* Understanding of cloud platforms and services (preferably Azure).
* Proven experience in release management and the software development lifecycle.
* Excellent problem\-solving skills and attention to detail.
* Strong communication and collaboration skills.


Preferred Qualifications:* Experience with CI/CD pipelines.
* Knowledge of containerization technologies (e.g., Docker, Kubernetes).
* Familiarity with Agile development methodologies.


Additional Information from Manager:
What would you say are the top 3 must\-have skills you're looking for? (Measurable skills, technologies, etc.)* Strong Typescript and React JS (frontend)
* Strong Java/Spring expertise (core requirement)
* Cloud\-native development (Azure, containerization)


Describe the essential years of experience and/or education (or certification) requirements the candidates must have:* Bachelor’s or master’s degree in computer science, Engineering, or a related field.
* 5\+ years of experience in software development, with a strong focus on web development.


Learn more about our team and culture here  

We know your well\-being and happiness are key to a long and successful career. We are delighted to offer country specific benefits. Click here to access benefits specific to your location.
We are committed to providing a fair and accessible hiring process. If you have a disability or other need that requires accommodation or adjustment, please let us know by completing our Applicant Request Support Form or please contact 1\-855\-833\-5120\.
Criminals may pose as recruiters asking for money or personal information. We never request money or banking details from job applicants. Learn more about spotting and avoiding scams here.
Please read our Candidate Privacy Policy.
We are an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law.*USA Job Seekers:*
EEO Know Your Rights.",,https://in.indeed.com/cmp/Lexisnexis-Risk-Solutions,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/a2be72aa56a6f7568d9a1339a7ca443c,,,,,"LexisNexis Risk Solutions Group is a portfolio of brands that span multiple industries providing customers with innovative technologies, information-based analytics & decision tools, & data services.",,,,,,
in-2bbddf8fa94f4fec,indeed,https://in.indeed.com/viewjob?jk=2bbddf8fa94f4fec,http://in.indeed.com/job/full-stack-developer-2bbddf8fa94f4fec,Full Stack Developer,Werq Labs Pvt Ltd,"MH, IN",2026-02-11,fulltime,,,,,,False,,,,,"**Key Responsibilities:\-**  
Develop, test, and maintain responsive web applications using React.js, Next.js, Tailwind CSS, and Vite.

Build and consume RESTful APIs using Node.js.

Collaborate with designers, backend engineers, and product teams to deliver high\-quality solutions.

Write clean, efficient, and maintainable code following best practices.

Ensure application performance, scalability, and responsiveness across devices.

Manage state effectively using libraries such as Redux, Zustand, or React Query.

Participate actively in code reviews, debugging, and continuous improvement initiatives.

Stay updated with the latest front\-end and JavaScript ecosystem trends.

**Required / Must Have Skills \& Qualifications:\-**

Bachelor’s degree in Computer Science, IT, or related field (or equivalent practical experience).

1–2 years of proven experience in developing web applications with React.js.

Strong proficiency in JavaScript (ES6\+), HTML5, CSS3, and modern front\-end patterns.

Solid hands\-on experience with Node.js for backend or API development.

Practical knowledge of Next.js, Tailwind CSS, and Vite.

Understanding of REST API integrations, authentication, and security best practices.

Familiarity with Git\-based workflows and version control.

Base understanding of web performance optimization and responsive design principles.

Good Knowledge of TypeScript.

Understanding of CI/CD pipelines and cloud deployment workflows.

Awareness of UI/UX design principles and accessibility standards.

**Good to Have Skills:\-**

Exposure to Dart and Flutter for cross\-platform app development.

Experience with testing frameworks like Jest, Mocha, or React Testing Library.

Job Type: Full\-time

Pay: ₹25,000\.00 \- ₹30,000\.00 per month

Benefits:

* Health insurance
* Provident Fund

Application Question(s):

* Notice Period

Experience:

* Full\-stack development: 1 year (Required)

Language:

* English Fluency (Required)

Location:

* Navi Mumbai, Maharashtra (Required)

Work Location: In person",,https://in.indeed.com/cmp/Werq-Labs-Pvt-Ltd-1,,,,,,,,,,,,
in-57a4219156e4d5c8,indeed,https://in.indeed.com/viewjob?jk=57a4219156e4d5c8,http://in.indeed.com/job/full-stack-developer-57a4219156e4d5c8,Full Stack Developer,Cling Multisolutions,"MH, IN",2026-02-11,fulltime,,,,,,False,,,,,"**We’re Hiring: Full\-Stack Developer (ReactJS \+ NodeJS \+ Python)**

**Location:** Mumbai \& Bhubaneswar (Work from Office – 5 Days/Week)  
**Job Type:** Full\-Time

Experience: total 7 Relevant 4\+ years in full\-stack development  
Total 10 years relevant 5\+ in full\-stack development

Are you a passionate Full\-Stack Developer who loves building scalable, high\-performance applications? Join **Data Safeguard India** and work on impactful, real\-world solutions with a talented and collaborative team.

Key Responsibilities

* Develop, test, and deploy scalable web applications
* Build and consume RESTful APIs using Python (Django/Flask/FastAPI)
* Develop modern frontend components using **React / Next.js**
* Collaborate with cross\-functional teams to ship new features
* Perform code reviews, debugging, and performance optimization
* Mentor junior developers and contribute to team growth
* Follow best practices in clean code, testing, and CI/CD

Required Skills

* 5\+ years relevant experience in **React/Next.js \+ Python**
* Strong in **HTML, CSS, JavaScript, React**
* Experience with **Django or Flask**
* Database knowledge: MySQL, PostgreSQL, MongoDB
* Git/version control proficiency
* Familiarity with **AWS/Azure/GCP**
* Experience with **Docker/Kubernetes \& CI/CD**
* Strong problem\-solving and teamwork skills

Preferred

* Microservices architecture
* Serverless computing
* Agile/Scrum experience

**Qualification:** Bachelor’s in CS/Engineering or related field

Job Types: Full\-time, Permanent

Pay: ₹379,680\.83 \- ₹1,653,612\.89 per year

Work Location: In person",,https://in.indeed.com/cmp/Cling-Multisolutions,,,,,,,,,,,,
in-466320c24cbb8c2d,indeed,https://in.indeed.com/viewjob?jk=466320c24cbb8c2d,http://in.indeed.com/job/full-stack-developer-466320c24cbb8c2d,Full-Stack Developer,Content-Whale,"MH, IN",2026-02-11,fulltime,,,,,,False,,,,,"**Who are we looking for?**

We’re looking for a skilled Full\-Stack Developer to join our growing team. You’ll be working across multiple domains—contributing to our internal product, making enhancements to our company website, and helping execute client web projects. You should be passionate about clean, efficient code, and capable of working on both front\-end and back\-end development.

**What will you do?** 

**Responsibilities:**

* Build and maintain scalable web applications
* Work with designers and PMs to deliver responsive, high\-performance solutions
* Develop and optimize back\-end services and APIs
* Customize and manage CMS projects (mainly WordPress)
* Improve development and deployment workflows

**Skills Required:**

* Strong knowledge of React.js and Next.js
* Experience with WordPress (custom themes/plugins)
* Working knowledge of Laravel or similar PHP frameworks
* Familiarity with Git, REST APIs, and deployment practices

**Bonus (Nice to Have)**

● Experience with MySQL/PostgreSQL

● Knowledge of CI/CD pipelines

● Ability to handle performance optimization (frontend/backend)

Job Type: Full\-time

Pay: From ₹420,000\.00 per year

Benefits:

* Flexible schedule
* Food provided
* Health insurance
* Paid time off
* Provident Fund

Ability to commute/relocate:

* Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

* Current CTC?
* Expected CTC?
* Notice period?

Work Location: In person",,https://in.indeed.com/cmp/Content--whale-1,,,,,,,,,,,,
nk-081225009257,naukri,https://www.naukri.com/job-listings-senior-front-end-engineer-reactjs-typescript-heady-technologies-consultancy-mumbai-mumbai-suburban-mumbai-all-areas-7-to-10-years-081225009257,,Senior Front End Engineer (ReactJS + TypeScript),Heady Technologies Consultancy,"Mumbai(Vikhroli West), Mumbai Suburban, India",2026-02-04,,direct_data,,1800000.0,2750000.0,INR,False,,,,,,,https://www.naukri.com/heady-technologies-consultancy-jobs-careers-3951310,https://img.naukimg.com/logo_images/groups/v1/3861438.gif,,,,,,"Shopify, Front End, Typescript, Frontend Development, React.Js, Angularjs, html5, Sass",7-10 Yrs,3.1,6.0,,Work from office
nk-040226504169,naukri,https://www.naukri.com/job-listings-senior-frontend-engineer-reactjs-sia-partners-mumbai-3-to-6-years-040226504169,,Senior Frontend Engineer (Reactjs),Sia Partners,"Mumbai, India",2026-02-04,,,,,,,False,,,,,,,https://www.naukri.com/sia-partners-jobs-careers-124563116,https://img.naukimg.com/logo_images/groups/v1/6313713.gif,,,,,,"Computer science, Automation, Backend, Front end, GIT, Infrastructure management, GCP, Cloud",3-6 Yrs,,,,Work from office
nk-280324501822,naukri,https://www.naukri.com/job-listings-full-stack-developer-nodejs-reactjs-karvy-infotech-private-limited-mumbai-5-to-7-years-280324501822,,"Full Stack Developer (Nodejs, Reactjs)",Karvy Infotech,"Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/karvy-infotech-jobs-careers-5833730,https://img.naukimg.com/logo_images/groups/v1/7790297.gif,,,,,,"ERP, Front end, Postgresql, MySQL, Web development, HTML, Scrum, Unit testing",5-7 Yrs,4.1,10.0,,Work from office
nk-120525500169,naukri,https://www.naukri.com/job-listings-reactjs-nodejs-full-stack-web-developer-atulsia-technologies-mumbai-1-to-3-years-120525500169,,ReactJS + NodeJS Full-stack Web Developer,Atulsia Technologies,"Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/atulsia-technologies-jobs-careers-1891830,https://img.naukimg.com/logo_images/groups/v1/1410310.gif,,,,,,"Web technologies, Front end, DOM, Version control, Linux, MySQL, PHP, HTML",1-3 Yrs,4.8,5.0,,Work from office
nk-221123502010,naukri,https://www.naukri.com/job-listings-laravel-reactjs-developer-delphic-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-221123502010,,Laravel/ReactJS developer,Delphic India,"Mumbai, Kolkata, India",,,,,,,,False,,,,,,,https://www.naukri.com/delphic-jobs-careers-124012796,https://img.naukimg.com/logo_images/groups/v1/668654.gif,,,,,,"Computer science, Backend, CSS, Front end, Agile scrum, Web application, Javascript, Software development life cycle",4-6 Yrs,4.4,12.0,,Work from office
nk-170823501468,naukri,https://www.naukri.com/job-listings-reactjs-developer-iteron-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-170823501468,,ReactJs Developer,Iteron,"Mumbai, Kolkata, India",,,,,,,,False,,,,,,,https://www.naukri.com/iteron-jobs-careers-123914127,https://img.naukimg.com/logo_images/groups/v1/7168820.gif,,,,,,"CSS, Front end, html5, Javascript, Manager Technology, JSON, Technology management, End",3-8 Yrs,,,,Work from office
nk-221123502018,naukri,https://www.naukri.com/job-listings-reactjs-developer-delphic-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-8-years-221123502018,,ReactJS Developer,Delphic India,"Mumbai, Kolkata, India",,,,,,,,False,,,,,,,https://www.naukri.com/delphic-jobs-careers-124012796,https://img.naukimg.com/logo_images/groups/v1/668654.gif,,,,,,"Computer science, Backend, GIT, Front end, Agile scrum, Javascript, Software development life cycle, HTML",6-8 Yrs,4.4,12.0,,Work from office
nk-220125502193,naukri,https://www.naukri.com/job-listings-reactjs-developer-tekskills-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-220125502193,,ReactJS Developer,Tekskills,"Mumbai, Kolkata, India",,,,,,,,False,,,,,,,https://www.naukri.com/tekskills-jobs-careers-3852722,https://img.naukimg.com/logo_images/groups/v1/2062642.gif,,,,,,"Basic, Performance engineering, Agile, Manager Technology, Design development, Javascript, Test cases, digital transformation",3-7 Yrs,3.9,145.0,,Work from office
nk-300725501996,naukri,https://www.naukri.com/job-listings-reactjs-developer-enfuse-solutions-pvt-ltd-mumbai-pune-3-to-8-years-300725501996,,ReactJs Developer,Enfuse Solutions,"Mumbai, Pune, India",,,,,,,,False,,,,,,,https://www.naukri.com/enfuse-solutions-jobs-careers-5938256,https://img.naukimg.com/logo_images/groups/v1/6757611.gif,,,,,,"Front end, DOM, GIT, Web services, XML, Postgresql, MySQL, Application development",3-8 Yrs,4.1,286.0,,Work from office
nk-210425500421,naukri,https://www.naukri.com/job-listings-reactjs-developer-artdex-and-cognoscis-technologies-llp-mumbai-navi-mumbai-bengaluru-2-to-4-years-210425500421,,ReactJS Developer,Artdex And Cognoscis Technologies,"Mumbai, Navi Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/artdex-and-cognoscis-technologies-jobs-careers-4185286,https://img.naukimg.com/logo_images/groups/v1/11765575.gif,,,,,,"CSS, Translation, Usage, Front end, DOM, GIT, Web technologies, Javascript",2-4 Yrs,4.3,3.0,,Work from office
nk-221024503295,naukri,https://www.naukri.com/job-listings-reactjs-developer-sumcircle-technologies-mumbai-1-to-2-years-221024503295,,ReactJS Developer,Sumcircle Technologies,"Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/sumcircle-technologies-jobs-careers-4887138,https://img.naukimg.com/logo_images/groups/v1/10171116.gif,,,,,,"ReactJS Developer, Development, React.js",1-2 Yrs,4.0,3.0,,Work from office
in-ba8042ebef9c5e7d,indeed,https://in.indeed.com/viewjob?jk=ba8042ebef9c5e7d,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Mumbai/Quality-Test-Analyst-III_R100653-2,Quality Test Analyst III,RELX Group,"MH, IN",2026-02-11,fulltime,,,,,,True,,,,,"Quality Test Engineer III
Would you like to be part of a team that delivers high\-quality software to our customers?
Are you a highly visible champion with a ‘can do’ attitude and enthusiasm that inspires others?
About the Business
LexisNexis Risk Solutions is the essential partner in the assessment of risk. Within our government vertical, our solutions assist government agencies and law enforcement to drive insights from complex data sets, improving operation efficiency, increasing program integrity, discovering, and recovering revenue, and making timely and informed decisions to enhance investigations. You can learn more about LexisNexis Risk at the link below. Government Data, Analytics \& Linking Technology\|LexisNexis Risk Solutions
About the Team
IDVerse A LexisNexis® Risk Solutions Company is an identity verification software company that has developed world leading digital identity verification technology. We’ve built everything from the ground up and have a broad range of blue\-chip customers across banking, telecommunications, government and more. We’ve perfected the technology in Australia and New Zealand and are in the process of rapidly expanding the reach of our industry leading technology globally.
We are looking to improve the operations of our business through the recruitment of an Automation Tester who will work with the quality assurance and product to evaluate new and existing features and automate tests to identify and help remove bugs, glitches and other user experience issues.
To adequately perform this role, the candidate should have solid communication skills and good technical understanding.
The position is full time; remote workdays and other flexibility is possible. Candidate however must be able to work primarily in the AEST time zone.
About the Role
The Senior Quality Test Engineer I is a Senior position in Quality Assurance responsible for developing and executing performance and automation tests. This position works with management to enhance quality and process standards and to plan and execute effective and efficient test approaches to accomplish on\-time and efficient delivery of high\-quality software products and/or data. This intermediate understanding of QA testing including different testing methodologies, legacy and new innovation/acquisition products.
Responsibilities* You will be expected to take full ownership of test automation strategies and execution. You must think like a developer to drive systematic quality improvements across the API, app, and UI layers in close collaboration with engineering, product, and UX teams.
* Develop and maintain automated test cases across various scenarios to ensure software quality and stability under changing conditions.
* Collaborate with the QA team to automate testing for both newly developed features and existing functionality within the platform.
* Identify, log, and document software bugs and anomalies using bug\-tracking tools to ensure timely resolution.
* Monitor, track, and assist in troubleshooting defects, working closely with developers and other stakeholders to resolve issues effectively.
* Participate in daily stand\-ups and QA planning meetings to report on testing progress, communicate risks, and align on future tasks and priorities.


Requirements* Outstanding written and verbal communication skills
* Strong team working and critical thinking skills
* Advanced programming/technical skills (more than 3 years of working experience in Javascript) in Appium, Javascript , NodeJS, Mocha, Webdriver.io
* Demonstrated experience in automating complex stateful API and UI workflows is required, and must include authentication handling, session management, webhooks, and end\-to\-end validation.
* Must demonstrate deep understanding of how to design and execute automated tests that identify security vulnerabilities, including OWASP top 10 risks. Demonstrated knowledge of testing for and preventing exploit vectors across all application layers
* Demonstrated experience in automating complex mobile applications both Hybrid and native is required.
* Experience in using JIRA to view and update testing tickets/requirements
* Experience using Postman and Figma
* Strong analytical skills and High attention to detail to assist in documenting and solutioning technical requirements.


Learn more about the LexisNexis Risk team and how we work  

We know your well\-being and happiness are key to a long and successful career. We are delighted to offer country specific benefits. Click here to access benefits specific to your location.
We are committed to providing a fair and accessible hiring process. If you have a disability or other need that requires accommodation or adjustment, please let us know by completing our Applicant Request Support Form or please contact 1\-855\-833\-5120\.
Criminals may pose as recruiters asking for money or personal information. We never request money or banking details from job applicants. Learn more about spotting and avoiding scams here.
Please read our Candidate Privacy Policy.
We are an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law.*USA Job Seekers:*
EEO Know Your Rights.",,https://in.indeed.com/cmp/Relx-Group,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/6157f322b160f873d25e432ea87dc421,https://www.lexisnexis.com,"New York, NY","1,001 to 5,000",$25M to $100M (USD),,,,,,,
